Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Brown Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Green Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Red Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Black Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Blank Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 1 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Small Blocks
chiselsandbits:block_bit:0, Chiseled Bit - Activity Probe
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Inventory Cable
chiselsandbits:block_bit:0, Chiseled Bit - Dark Marble
chiselsandbits:block_bit:0, Chiseled Bit - Soul Stone
chiselsandbits:block_bit:0, Chiseled Bit - Stygian Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Stygian Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Restonia Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Palis Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Diamatine Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Void Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Emeradic Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Enori Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Restonia Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Palis Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Diamatine Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Void Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Emeradic Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Enori Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ethetic Green Block
chiselsandbits:block_bit:0, Chiseled Bit - Ethetic Quartz
chiselsandbits:block_bit:0, Chiseled Bit - White Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Orange Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Lime Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Pink Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Gray Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - White Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Orange Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Lime Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Pink Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Gray Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Purple Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Blue Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Brown Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Green Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Red Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Black Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Lamp Controller Down
chiselsandbits:block_bit:0, Chiseled Bit - Pillar of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Black Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Wood Casing
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderpearl
chiselsandbits:block_bit:0, Chiseled Bit - Casing
chiselsandbits:block_bit:0, Chiseled Bit - Ender Casing
chiselsandbits:block_bit:0, Chiseled Bit - Iron Casing
chiselsandbits:block_bit:0, Chiseled Bit - EnchantMover
chiselsandbits:block_bit:0, Chiseled Bit - Spawner Controller
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.destroy.name
chiselsandbits:block_bit:0, Chiseled Bit - Blueprint (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - Template (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.paper.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.leather.name
chiselsandbits:block_bit:0, Chiseled Bit - Laser (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - Hellshelf
chiselsandbits:block_bit:0, Chiseled Bit - Hellshelf
chiselsandbits:block_bit:0, Chiseled Bit - Portal Frame
chiselsandbits:block_bit:0, Chiseled Bit - Biomesphere Portal Frame
chiselsandbits:block_bit:0, Chiseled Bit - Sticky Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sticky Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Soundproofing
chiselsandbits:block_bit:0, Chiseled Bit - Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Orange Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Lime Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Pink Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Gray Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Purple Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Blue Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Brown Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Green Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Red Altered Fabric
chiselsandbits:block_bit:0, Chiseled Bit - Fabric of Reality
chiselsandbits:block_bit:0, Chiseled Bit - White Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Orange Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Lime Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Pink Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Gray Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Purple Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Blue Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Brown Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Green Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Red Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Black Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - White Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Orange Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Lime Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Pink Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Gray Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Purple Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Blue Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Brown Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Green Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Red Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Black Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - White Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Orange Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lime Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Pink Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Gray Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Purple Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Blue Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brown Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Green Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Red Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Black Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - White Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Orange Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Lime Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Pink Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Gray Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Purple Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Blue Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Brown Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Green Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Red Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Black Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Paver
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Stone
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Stone Paver
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Litherite
chiselsandbits:block_bit:0, Chiseled Bit - Litherite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Litherite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Litherite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Erodium
chiselsandbits:block_bit:0, Chiseled Bit - Erodium Paver
chiselsandbits:block_bit:0, Chiseled Bit - Erodium Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Erodium Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Pladium
chiselsandbits:block_bit:0, Chiseled Bit - Pladium Paver
chiselsandbits:block_bit:0, Chiseled Bit - Pladium Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Pladium Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Ionite
chiselsandbits:block_bit:0, Chiseled Bit - Ionite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Ionite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Ionite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Aethium
chiselsandbits:block_bit:0, Chiseled Bit - Aethium Paver
chiselsandbits:block_bit:0, Chiseled Bit - Aethium Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Aethium Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Interconnect
chiselsandbits:block_bit:0, Chiseled Bit - Bodypart Template
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #0
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #1
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #2
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #3
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #4
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #5
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #6
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #7
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #8
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #9
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #10
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #11
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #12
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #13
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #14
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #15
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #16
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #17
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #18
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #19
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #20
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #21
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #22
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #23
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #24
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #25
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #26
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #27
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #28
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #29
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #30
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #31
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #32
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #33
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #34
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #35
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #36
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #37
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #38
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #39
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #40
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #41
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #42
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #43
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #44
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #45
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #46
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #47
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #48
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #49
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #50
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #51
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #52
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #53
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #54
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #55
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #56
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #57
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #58
chiselsandbits:block_bit:0, Chiseled Bit - Light Red Block #59
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #60
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #61
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #62
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #63
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #64
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #65
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #66
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #67
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #68
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #69
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #70
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #71
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #72
chiselsandbits:block_bit:0, Chiseled Bit - Dark Red Block #73
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #74
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #75
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #76
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #77
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #78
chiselsandbits:block_bit:0, Chiseled Bit - Red Block #79
chiselsandbits:block_bit:0, Chiseled Bit - Dark Orange Block #80
chiselsandbits:block_bit:0, Chiseled Bit - Dark Orange Block #81
chiselsandbits:block_bit:0, Chiseled Bit - Dark Orange Block #82
chiselsandbits:block_bit:0, Chiseled Bit - Dark Orange Block #83
chiselsandbits:block_bit:0, Chiseled Bit - Orange Block #84
chiselsandbits:block_bit:0, Chiseled Bit - Orange Block #85
chiselsandbits:block_bit:0, Chiseled Bit - Orange Block #86
chiselsandbits:block_bit:0, Chiseled Bit - Light Orange Block #87
chiselsandbits:block_bit:0, Chiseled Bit - Light Orange Block #88
chiselsandbits:block_bit:0, Chiseled Bit - Light Orange Block #89
chiselsandbits:block_bit:0, Chiseled Bit - Dark Orange Block #90
chiselsandbits:block_bit:0, Chiseled Bit - Dark Orange Block #91
chiselsandbits:block_bit:0, Chiseled Bit - Dark Orange Block #92
